5882;Brokaw CU - Investments;yodlee
15146;OneMain Financial;yodlee
12277;Franklin Community bank;yodlee
16088;Computershare (Employee Plan Members) (Canada);yodlee
9823;Capital One No Hassle Rewards;yodlee
6470;Amoco FCU;yodlee
10950;Shemano Group;yodlee
3357;Navy Federal CU;yodlee
16745;Education World Credit Card;yodlee
1002;ClickRewards;yodlee
9987;Air India (India);yodlee
10576;Harvard University Employees CU;yodlee
17053;Detroit Tigers Credit Card;yodlee
4427;FirstLight FCU - Credit Cards;yodlee
7167;Fox Communities CU;yodlee
12416;St. George Bank (DirectShares) (Australia);yodlee
6847;IndyMac Mortgage Services Personal Banking;yodlee
8500;Whitaker Bank - Credit Cards;yodlee
9772;Neiman Marcus - Credit Cards;yodlee
14619;First Federal (OR);yodlee
6181;Kelly Tyler FCU - Investments;yodlee
5181;Stockman Bank (MT);yodlee
6877;Delaware Investments (Retirement);yodlee
5511;Neighborhood CU - Investments;yodlee
4742;Tioga State Bank - Credit Cards;yodlee
7262;New York Commercial Bank;yodlee
7936;Bancnorth Investment Group;yodlee
4385;MullinTBG (Participant);yodlee
11683;Boys, Arnold Trust Company;yodlee
7979;Gateway Financial Group (PrimeVest);yodlee
12667;Integrity Life Insurance (Financial Professional);yodlee
13108;ANZ (Visa Rewards) (Australia);yodlee
15392;Westpac (Hotpoints) (New Zealand);yodlee
10628;First American Bank (IA & FL);yodlee
17897;Chase Prepaid Card;yodlee
10595;Borders Rewards;yodlee
4813;Western Division CU - Credit Cards;yodlee
17349;LTC Investment Services;yodlee
4595;MHMC FCU - Credit Cards;yodlee
13947;First Federal Bank of California;yodlee
1416;Mutual of Omaha Visa Card;yodlee
1414;Miami-Dade Community College Visa Card;yodlee
14620;Community Choice CU (MI);yodlee
13347;Hanmi Bank;yodlee
7190;Frost Securities;yodlee
5660;Pagoda FCU - Investments;yodlee
12718;Citibank Personal Loan (Australia);yodlee
5335;First State Bank (Socorro) - Credit Cards;yodlee
13647;Crédit Mutuel Centre-Est Europe (France);yodlee
14655;Northeast Family FCU;yodlee
12984;MOHELA;yodlee
4116;BBVA Compass Visa Cards (Business);yodlee
15806;SBI DFHI Ltd (India);yodlee
6358;Financial Partners CU - Investments;yodlee
13480;GMC Auto Loan;yodlee
12944;LightStream;yodlee
17787;First Community Bank of Southwest Florida;yodlee
12403;Securities Service Network (Advisor);yodlee
3916;Hilliard Lyons;yodlee
13997;GMAC Financial Services - 401k;yodlee
1430;Ohio State University Visa Card;yodlee
9689;North Shore FCU;yodlee
4513;Members FCU;yodlee
17928;Mortgage Investors Corporation - Mortgage;yodlee
4500;Sunshine Savings Bank - Credit Cards;yodlee
14558;Tower Bank Business Banking;yodlee
14933;Peoples Bank (NC) - Credit Cards;yodlee
5484;King County CU - Investments;yodlee
16722;Advantage Marketing Systems Credit Card;yodlee
13343;Capital CU (Previously : Pioneer CU);yodlee
8715;United Health Care;yodlee
1328;Farmers & Merchants Bank (FL);yodlee
5595;Midwest Partners FCU - Investments;yodlee
12011;Pacific Rim Bank;yodlee
6682;The Paris National Bank;yodlee
4222;Dupaco Community CU [US];yodlee
6001;Catholic Family FCU - Investments;yodlee
5697;Penn East FCU - Investments;yodlee
13687;Fidelity National Bank (AR);yodlee
11496;First Eagle Funds;yodlee
6378;SEI Investments;yodlee
17935;Praemium;yodlee
12806;Baldwin County FCU;yodlee
6188;Natrona County School FCU - Investments;yodlee
17110;Bass Pro Shops Bonus Visa Card;yodlee
1924;Southern California Edison;yodlee
8278;Texas National Bank;yodlee
6615;Monson Savings Bank;yodlee
13362;ANZ (Tonga);yodlee
10301;New Market Bank;yodlee
17031;Buffalo Sabres Preferred Credit Card;yodlee
13007;MPD Community CU;yodlee
5096;Firstate Bank (GA);yodlee
14210;Capital Guardian Personal Investment Management;yodlee
9534;MassMutual (Individual Account Access);yodlee
3678;First Community National Bank (MO);yodlee
9964;AAA Membership Renew (NJ);yodlee
5299;Members Choice CU - Credit Cards;yodlee
12131;Legg Mason - 401k;yodlee
11938;UNIFI Companies Retirement Plans;yodlee
6332;Golden Eagle FCU - Investments;yodlee
9583;Sierra Central CU;yodlee
17302;Gary Goldeberg & Co.;yodlee
11000;U.S. Global Investors;yodlee
6360;Fire Fighters CU (OK) - Investments;yodlee
12110;FNB of Absecon's;yodlee
7605;Home Depot Credit Card;yodlee
8614;San Diego Metropolitan CU - Credit Cards;yodlee
13228;Bank of American Fork;yodlee
6612;MobilOil FCU;yodlee
11192;Liberty Mutual;yodlee
12240;GE Money Low Rate MasterCard (Australia);yodlee
6283;Eastern New York FCU - Investments;yodlee
5516;New Horizon CU - Investments;yodlee
8171;DuPage CU;yodlee
14236;State Bank of Long Island;yodlee
8898;CoastHills FCU;yodlee
4818;Bank of Fincastle - Credit Cards;yodlee
8895;Duquesne Light (ElectriPay);yodlee
3517;Opus Bank;yodlee
8087;Crown Bank (FL);yodlee
14638;AXA Equitable (Plan Sponsor);yodlee
16071;Police CU (Australia);yodlee
12399;BENCOR;yodlee
7371;Lafayette Federal Savings Bank;yodlee
5673;St. Josephs CU - Investments;yodlee
10618;First Dallas Securities;yodlee
12566;SC Telco FCU;yodlee
11715;Loring Ward (Advisory Services);yodlee
8128;1st Discount Brokerage;yodlee
15951;First Jersey CU;yodlee
6265;Forest Kraft FCU - Investments;yodlee
13744;Life Time Fitness;yodlee
7434;Sands Brothers & Co - Investments;yodlee
9910;Bragg Mutual FCU;yodlee
4407;Qantas Staff CU (Australia);yodlee
14467;U$X FCU;yodlee
5451;Bayside FCU - Investments;yodlee
10114;Velocity Rewards (Australia);yodlee
13587;Motilal Oswal (Customer) (India);yodlee
5494;Red Rocks FCU - Investments;yodlee
13304;1st Century Bank;yodlee
9207;Visa Extras;yodlee
5826;OPCS FCU - Investments;yodlee
11969;Nationwide Bank;yodlee
8765;Path2College 529 Plan;yodlee
11082;Avenue Bank;yodlee
5724;US Airways FCU - Investments;yodlee
10612;Elevations CU;yodlee
14641;Lubrizol Corp Profit Sharing and Savings Plan;yodlee
5534;North Shore Health System FCU - Investments;yodlee
15301;Stewart Capital;yodlee
5162;Englewood Bank;yodlee
12171;Lending Club;yodlee
15691;JPMorgan Private Bank;yodlee
4564;Fred Meyer Employees FCU;yodlee
13133;Blue Ridge Bank;yodlee
4702;Envista CU - Credit Cards;yodlee
5974;CCSD FCU - Investments;yodlee
14776;Cramer Rosenthal McGlynn;yodlee
8667;Dominion Hope;yodlee
15062;Maine Bank & Trust;yodlee
10403;Webster Bank Rewards;yodlee
3669;County Bank;yodlee
1161;ViewPoint Bank;yodlee
1384;Ball State University Visa Card;yodlee
5458;Appalachian Community FCU - Investments;yodlee
3660;Bank of the San Juans;yodlee
12673;MetLife (Advisor port);yodlee
10807;Mr. Rebates;yodlee
8741;Monroe Telco FCU;yodlee
12642;Capital Electric Cooperative;yodlee
17070;Seattle Seahawks Credit Card;yodlee
8202;Kane County Teachers CU - Credit Cards;yodlee
9851;City of Austin Utility Services;yodlee
15396;TD Credit Card Service Online;yodlee
5411;American Spirit FCU - Investments;yodlee
12631;City of Cumming;yodlee
5133;Unity National Bank (OH);yodlee
3659;Cendant Mortgage;yodlee
4310;Youngbiz.com (ShareBuilder);yodlee
8627;The Co-operative Bank (UK);yodlee
14117;Investors Community Bank;yodlee
4131;Bank of Oklahoma;yodlee
8729;Canadian ShareOwner;yodlee
13881;The Publix 401(K) Smart Plan;yodlee
11611;CNL Service (Advisor Access);yodlee
7396;Universal 1 CU;yodlee
12953;Brunswick EMC;yodlee
4213;BAA WorldPoints (UK);yodlee
4286;KeyPoint CU (ShareBuilder);yodlee
15181;Community Bank of Cape Coral;yodlee
10671;Butler Bank;yodlee
5621;Mesa County Teachers FCU - Investments;yodlee
8410;Talmer Bank and Trust (MI);yodlee
16540;Security State Bank (OK);yodlee
5729;US FCU - Investments;yodlee
15468;First Trust Bank iBusiness (UK);yodlee
12190;Honda FCU;yodlee
5967;CU 1 of Kansas - Investments;yodlee
7487;Falls Catholic CU - Credit Cards;yodlee
5029;Beneficial Bank;yodlee
4695;New Mexico Bank & Trust - Credit Cards;yodlee
6493;Carson National Bank;yodlee
11024;Paradigm Financial - 401(k);yodlee
7452;First National Bank Ames - Investments;yodlee
3427;State Central Bank;yodlee
11674;Citizens Bank (MI, OH, WI);yodlee
5039;Ozark Mountain Bank;yodlee
5869;West Texas CU - Investments;yodlee
6944;Bank of Orange County;yodlee
111;US Airways - Dividend Miles;yodlee
8965;uBid - Credit Cards;yodlee
15731;Bank of Alapaha;yodlee
9757;Teachers Retirement System of Georgia;yodlee
10881;Stephens Inc;yodlee
10888;Men's Wearhouse;yodlee
5752;Valero FCU - Investments;yodlee
1409;James Madison University Visa Card;yodlee
9653;Learning Quest Kansas 529 Savings Plan;yodlee
7881;SpiritBank(iconnect2invest);yodlee
13157;LPL Financial (Client Portal);yodlee
6685;The Valley State Bank;yodlee
1029;MyPoints;yodlee
16854;United States Tennis Association Credit Card;yodlee
14254;Charlotte Metro CU;yodlee
11895;Medical Capital (Advisor Access);yodlee
4506;Keys FCU - Credit Cards;yodlee
17183;Valero Consumer Credit Card;yodlee
13020;American National Bank (VA);yodlee
9247;Marsico Funds;yodlee
13056;Altamaha Electric Membership Corporation;yodlee
8266;United Heritage CU - Credit Cards;yodlee
10444;Buck Consultants (EBAnet);yodlee
18751;Israel Discount Bank (Israel);yodlee
10348;E-LOAN;yodlee
5802;WyHy FCU - Investments;yodlee
10221;Chestnut Run FCU;yodlee
17682;Coca cola company 401(K) plan;yodlee
4611;Louisville Naval Ordinance CU - Credit Cards;yodlee
6396;Golden Plains CU - Investments;yodlee
14329;Monroe Bank & Trust;yodlee
6029;Dawson Co-op CU - Investments;yodlee
7407;GNB Bank (IA);yodlee
5521;Newport Beach City FCU - Investments;yodlee
7660;Capital One (UK);yodlee
12012;ING (Professionals Login);yodlee
7409;Hamptons State Bank;yodlee
6994;bankSNB;yodlee
11720;SVB Direct Connect;yodlee
6513;Communications Family CU;yodlee
6623;National Cooperative Bank (OH);yodlee
7972;Tweedy, Browne;yodlee
1179;First Financial CU (CA);yodlee
14251;Frederick County Bank;yodlee
16270;The First National Bank (IL);yodlee
15151;JF Actuarial Services 401(K);yodlee
5290;Texaco Community FCU - Credit Cards;yodlee
4722;Hobart Corporation Employees FCU - Credit Cards;yodlee
13590;Rhinebeck Savings Bank;yodlee
6216;INTEGRIS FCU - Investments;yodlee
5556;Sears Pacific FCU - Investments;yodlee
3622;San Antonio FCU;yodlee
6284;Fort Snelling FCU - Investments;yodlee
5590;MidSouth Community FCU (GA) - Investments;yodlee
13372;West Plains Bank and Trust Company;yodlee
4889;American State Bank (IA);yodlee
6371;First Imperial CU - Investments;yodlee
16836;Southwest Texas State University Credit Card;yodlee
16871;PNC Bank Small Business (Account View);yodlee
6252;Duluth Teachers CU - Investments;yodlee
10404;Gilder Gagnon Howe;yodlee
11868;Hancock Bank;yodlee
12363;Bank of Florida (SouthWest);yodlee
9275;Howard Johnson;yodlee
10177;Fairfield National Bank (OH) - Bank;yodlee
5761;Valley First CU - Investments;yodlee
7925;American Trust (PrimeVest);yodlee
6516;Consumers Cooperative CU;yodlee
15909;Bogman, Inc.;yodlee
8662;First International Bank (Israel);yodlee
11920;National Western Life (Policy-Owner Access);yodlee
9701;Clydesdale Bank (UK);yodlee
4832;Nissan FCU - Credit Cards;yodlee
5933;Community Choice CU;yodlee
10993;Alerus Retirement Solutions;yodlee
10433;Masters Select Funds;yodlee
10757;OnPoint Community CU (Member View);yodlee
11362;Portfolio Vision;yodlee
5429;Sentinel Plus 401(k) Plan;yodlee
12441;UBS One Source (Mens Wearhouse);yodlee
14189;Seligman Retirement (Ascensus) - Plan Participant;yodlee
12374;North State Communications (Residential);yodlee
7464;Cinfed CU - Credit Cards;yodlee
8054;Greenfield Co-operative Bank;yodlee
17800;Liberty (South Africa);yodlee
15247;Royal Bank of Scotland Business Bankline (UK);yodlee
14282;Institution for Savings;yodlee
10770;CitiBusiness Online;yodlee
6011;Central CU of Illinois - Investments;yodlee
16949;Discover Bank Student Loans;yodlee
10212;Citizens First Bank (FL);yodlee
5875;Central Missouri Community CU - Investments;yodlee
11582;Park Community FCU;yodlee
5988;Mizzou CU - Investments;yodlee
10665;Nationwide (Investment Professionals & Firms);yodlee
6504;BayCoast Bank;yodlee
14951;FCB Banks (Wayne Hummer Investments);yodlee
11242;Account Central;yodlee
11910;Mutual Trust Financial Group (Advisor) Access;yodlee
1375;iVillage.com Visa Card;yodlee
8768;First Western Bank & Trust;yodlee
11605;Pacific Life - Life Insurance;yodlee
7526;Helena Community CU;yodlee
10820;Members First CU of NH;yodlee
14540;The PrivateBank (Wealth Management);yodlee
16617;Bank of Melbourne (Australia);yodlee
13321;Arizona State Retirement System;yodlee
9892;Cabela's CLUB Visa Credit Card;yodlee
11963;Alliance Benefit Group (Retirement);yodlee
16999;Buffalo Bills Credit Card;yodlee
7416;First National Bank of Port Allegany;yodlee
15222;Western National Bank (TX);yodlee
17381;Prime Capital Services;yodlee
9400;Yahoo!;yodlee
9842;DTE Energy;yodlee
3123;Wang Investments;yodlee
4918;First Arkansas Bank and Trust;yodlee
14496;Old Missouri Bank;yodlee
6572;Security Bank of Kansas City;yodlee
4989;Citizens Bank of Oviedo;yodlee
10953;Spectra Investments;yodlee
7390;Taylorsville Savings Bank;yodlee
6263;Forest Area FCU - Investments;yodlee
10914;Fidelity Account View (Client of Advisors);yodlee
12704;Boehringer Ingelheim;yodlee
7156;CorePlus FCU;yodlee
11169;Conway National Bank;yodlee
3288;ANB Bank;yodlee
5646;Shell New Orleans FCU - Investments;yodlee
11668;CypressCoquina Bank;yodlee
11855;Israel Bonds Direct;yodlee
10566;SEI BusinessBuilder;yodlee
6274;East Idaho CU - Investments;yodlee
3651;Prudential Annuities;yodlee
4097;iBenefitcenter (Delivered by MERCER);yodlee
12183;First Community CU (ND);yodlee
6567;Grant County Bank;yodlee
9739;First Neighbor Bank;yodlee
17008;Pittsburgh Steelers Credit Card;yodlee
13982;Adelaide Bank (Australia);yodlee
13690;InR 401k (Participant);yodlee
6594;Leaders CU;yodlee
9180;First Community Bank of Godfrey;yodlee
12988;Metropolitan National Bank (NY);yodlee
11387;Gateway Bank & Trust Company;yodlee
17818;Walmart MoneyCard;yodlee
3508;Guaranty Bank;yodlee
16048;TD Ameritrade 401(k) Plan;yodlee
13791;MyMatrix;yodlee
3351;Central Bank (MN);yodlee
4911;Eaton National Bank & Trust Co;yodlee
8108;Navigant CU;yodlee
10656;Open Bank Santander Consumer (España);yodlee
3162;Pacific Mercantile Bank;yodlee
12477;Lane Bryant - Credit Cards;yodlee
1148;California Coast CU;yodlee
10720;People's United Bank Wealth Mgmt (Client Point);yodlee
11150;Conoco Phillips CU;yodlee
11205;Sharekhan (India);yodlee
4896;Bank of Yates City;yodlee
14453;Canandaigua National Bank & Trust (401k Access);yodlee
7069;OneWest Bank;yodlee
7144;Unified Communities FCU;yodlee
1356;Republic Bank & Trust (KY, IN, TN);yodlee
5076;Commonwealth Bank & Trust Company (KY) (Personal);yodlee
6340;Evansville Teachers FCU - Investments;yodlee
8708;Tufts Health Plan;yodlee
9632;Cabela's;yodlee
6650;Priority ONE CU of Florida;yodlee
3531;PayPal;yodlee
6270;Jefferson Community FCU - Investments;yodlee
6351;Security Services FCU - Investments;yodlee
16546;RAKBank (UAE);yodlee
3481;FirstMerit Bank Personal Banking;yodlee
8115;Credit Union 1 (AK);yodlee
1475;University of California, San Diego Visa Card;yodlee
1262;Connex CU;yodlee
5897;City of Boston CU - Investments;yodlee
7353;Brotherhood CU;yodlee
5817;Novartis FCU - Investments;yodlee
7461;Tower CU - Credit Cards;yodlee
8645;Sprint Local Residential Services;yodlee
10012;EDF Energy (Residential) (UK);yodlee
12971;Accor Hotels A-Club (France);yodlee
16861;VFW Visa Card;yodlee
7072;FNB Bank. N.A;yodlee
12258;GE Home Loan (Australia);yodlee
4687;Employment Security CU - Credit Cards;yodlee
11647;State Street Corporation;yodlee
9414;eMusic;yodlee
12497;Pioneer Bank (IA);yodlee
12556;Arizona Bank and Trust;yodlee
5402;Albertsons Employees FCU - Investments;yodlee
13188;BAC Florida Bank;yodlee
14906;The Trust Company of Knoxville (Individual);yodlee
3968;HSBC Bank (UK);yodlee
11842;Zions Bank Business Banking;yodlee
6091;Unit No. 1 FCU - Investments;yodlee
12488;New York Life Investment Management LLC;yodlee
10222;Sharonview FCU;yodlee
4305;Tropical Financial CU (ShareBuilder);yodlee
15137;Future Planning Associates 401(K) Retirement;yodlee
16486;Dag Site SecurityQA;yodlee
5112;Intervest National Bank;yodlee
14888;Bank2 (OK) - Mortgage;yodlee
1130;Treasury Department FCU;yodlee
17735;DAVIVIENDA (Colombia);yodlee
1267;United Teletech FCU;yodlee
17806;Indianapolis Power Light;yodlee
10601;CVS (Future Fund);yodlee
11549;MasterCard Retirement Plans;yodlee
16447;Dag Site TokenPMPS;yodlee
9766;Wichita Falls Teachers FCU;yodlee
9008;Neuberger Berman Mutual Funds;yodlee
6480;Bank of Bolivar;yodlee
11218;Retirement Planners & Administrators;yodlee
14541;Charleroi Federal Savings Bank;yodlee
17378;Popular;yodlee
10985;Sterling Trust;yodlee
3296;Mechanics Bank;yodlee
1152;North Fork Bank;yodlee
8544;Duke Energy (South Carolina State);yodlee
15265;Farmers & Merchants State Bank (OH);yodlee
6237;Dow Chemical Employees CU - Investments;yodlee
5585;Lima Superior Community FCU - Investments;yodlee
12448;HFS FCU;yodlee
6696;Union State Bank (ND);yodlee
4167;bmi diamond club (UK);yodlee
10927;County Of Los Angeles Defined Contribution Plans;yodlee
10254;Utah Community CU;yodlee
5622;Methodist Healthcare FCU - Investments;yodlee
4276;First Tech CU (ShareBuilder);yodlee
15326;Karur Vysya Bank (India);yodlee
84;Rayne State Bank;yodlee
7878;Washington Trust Bank (PrimeVest);yodlee
13104;Diners Club (Australia);yodlee
6491;Bulldog FCU;yodlee
16173;CI Investments (Canada);yodlee
9001;DagInvestments;yodlee
4088;First Horizon (Home Loan Online);yodlee
11759;Midflorida FCU;yodlee
15444;Lloyds Business Credit Card (UK);yodlee
7125;TBA Education CU;yodlee
13722;Pawtucket CU;yodlee
6699;Ventura County CU;yodlee
12114;Brown Advisory (Client Access);yodlee
6434;Inland Employees FCU - Investments;yodlee
10356;Bank of New Hampshire (NH);yodlee
6295;Fresno Police Department CU - Investments;yodlee
13894;Rural Cooperatives CU;yodlee
4993;First Security Bank of Mountain Home;yodlee
3810;Fidelity Charitable Gift Fund;yodlee
13344;Amazon Associates;yodlee
17900;Go Program Prepaid Card;yodlee
8165;Educators CU (WI);yodlee
4527;Truliant FCU;yodlee
6753;Glacier Bank;yodlee
9416;Union Bank (Select Benefit);yodlee
16097;American Pride Bank;yodlee
17139;High Tower Securities;yodlee
17056;Tampa Bay Devil Rays Credit Card;yodlee
4254;401k.com;yodlee
17264;Ceros Financial Services;yodlee
16511;The Capital Bank (AR);yodlee
12479;Pioneer Bank (NY);yodlee
9547;Guggenheim;yodlee
11632;UBS OneSource (FannieMae);yodlee
14192;Brownsville Board of Public Utilities;yodlee
7889;Columbia River Bank (PrimeVest);yodlee
1131;1st United Services CU;yodlee
11592;Allegiance Bank;yodlee
16944;Los Altos Garbage Company;yodlee
17522;SWBC Mortgage;yodlee
1180;Financial 21 Community CU;yodlee
15315;NatWest Bank Business Bankline (UK);yodlee
11792;TruMark Financial CU;yodlee
6973;Longview Bank and Trust;yodlee
13098;City of Broken Arrow Utilities;yodlee
8065;Firefighters CU;yodlee
3909;John Hancock Retirement Plan Services (MyLifeNow);yodlee
7859;Lebanon Valley Farmers Bank;yodlee
6002;Cascade Forest Products CU - Investments;yodlee
16593;Clicks Clubcard (South Africa);yodlee
9496;Georgia United CU;yodlee
3221;Sunmark FCU;yodlee
10025;HCA Benefits (LifeTimes);yodlee
5149;First Metro Bank;yodlee
9825;Educational Systems FCU;yodlee
3409;Union National Bank;yodlee
7036;Lucent Technologies - 401k;yodlee
16078;CIBC Wood Gundy (Canada);yodlee
9428;Motorola Employees CU;yodlee
14517;Union Savings Bank (OH);yodlee
5969;Campbell Soup FCU - Investments;yodlee
15771;Citizens Guaranty Bank;yodlee
16935;Minnesota Twins (First USA) Credit Card;yodlee
14755;Global Brass & Copper (Retirement Savings Plan);yodlee
7469;Duluth Teachers CU - Credit Cards;yodlee
1403;Florida State University Visa Card;yodlee
16843;The Nation Credit Card;yodlee
4296;Matadors FCU (ShareBuilder);yodlee
4312;America First CU (ShareBuilder);yodlee
14196;Bandera Electric Co-operative;yodlee
11508;University Accounting Services (LLC);yodlee
3479;CheckFree;yodlee
12907;Sunoco Account Online;yodlee
15717;BTH Bank;yodlee
3881;NAPUS FCU;yodlee
12711;Saratoga National Bank and Trust Company;yodlee
13543;HSBC Bank Net Business Banking;yodlee
12692;OppenheimerFunds Plan Administration (Advisor);yodlee
5041;Boone County National Bank;yodlee
4762;LANCO FCU - Credit Cards;yodlee
14165;ICMA Retirement (PERS);yodlee
17788;Edvest Wisconsin 529 plan;yodlee
8844;New Millennium Bank;yodlee
10247;ACS Savings Plan;yodlee
6573;Gulfstream Business Bank;yodlee
1347;Connecticut Community Bank;yodlee
3049;UBS Wealth Management;yodlee
6116;Temple Santa Fe Community CU - Investments;yodlee
15304;NEA Members Benefits (Valuebuilder);yodlee
15032;Lapeer County Bank & Trust;yodlee
12230;The Bank at Broadmoor;yodlee
6277;AllSouth FCU - Investments;yodlee
12390;UBS One Source (Tyco Electronics);yodlee
6662;South Carolina FCU;yodlee
11191;Monumental Life;yodlee
10509;Northwest Savings Bank;yodlee
1460;University of Minnesota Visa Card;yodlee
14321;North American Savings Bank (MO);yodlee
12877;Dollar Savings Direct;yodlee
6296;Educational CU - Investments;yodlee
11947;National Penn Bank Business Banking;yodlee
11712;Martha's Vineyard Savings Bank;yodlee
17293;Citizens First Wholesale Mortgage Co;yodlee
10365;Per-Se Technologies - 401k;yodlee
5382;Al Gar FCU - Investments;yodlee
6717;Banner Bank;yodlee
10264;Sun Life Financial;yodlee
17277;Star Health Insurance (India);yodlee
6427;Health Systems CU - Investments;yodlee
5246;University of Iowa Community CU - Credit Cards;yodlee
14126;Credit Union of Ohio;yodlee
13601;Priceline Rewards Visa Card;yodlee
4376;Directions CU- Investments;yodlee
17013;Washington Redskins Credit Card;yodlee
6498;Central Willamette CU;yodlee
6314;FAA Employees CU - Investments;yodlee
4528;USF FCU;yodlee
7644;Aer Lingus (Ireland);yodlee
14996;My Personal CU;yodlee
15361;Benchmark FCU;yodlee
7131;Filer CU;yodlee
4426;Dutch Point CU;yodlee
15209;First Chatham Bank;yodlee
13905;Greenspring Fund;yodlee
16822;Republican Victory Fund Credit Card;yodlee
16373;First Utah Bank (Personal Banking);yodlee
13068;Bay Media FCU;yodlee
13955;First Republic Bank (Brokerage);yodlee
11010;Administaff Retirement Services (ARS);yodlee
7023;Ernst & Young - 401k;yodlee
16191;BMO Harris Bank - Credit Cards;yodlee
14156;Morningstar Managed Portfolios (Client Access);yodlee
15440;MBNA Business Credit Card (UK);yodlee
11233;FAM Funds;yodlee
12284;UVEST Financial Services;yodlee
8811;Duke Energy (IN);yodlee
5168;Paragon Bank and Trust;yodlee
15561;NS&I (UK);yodlee
7184;CCBT Financial Companies;yodlee
3546;Fullerton Community Bank;yodlee
13623;Lower East Side People's FCU;yodlee
6509;Columbia CU;yodlee
17054;Michael Waltrip Platinum Credit Card;yodlee
12481;Union Bank & Trust Company;yodlee
8022;Bridgewater CU;yodlee
5876;Central Sunbelt FCU - Investments;yodlee
7898;State Bank of Southern Utah (PrimeVest);yodlee
17132;The Shamrao Vithal Corporative Bank (India);yodlee
13198;Insurance Services;yodlee
6783;Southwest IBM Employees FCU;yodlee
10207;Public Service of New Mexico (PNM);yodlee
13941;Randall & Hurley Inc (Participants);yodlee
3563;Allstate;yodlee
12728;Willows Water District;yodlee
6471;Arizona Central CU;yodlee
5925;Commerce FCU - Investments;yodlee
10422;State University Retirement System of Illinois;yodlee
12452;Reliant Community CU;yodlee
13268;MedEd CU;yodlee
9814;Axis Bank (India);yodlee
5354;First American Bank (TX) - Credit cards;yodlee
5040;Winchester Savings Bank;yodlee
18014;TSB (UK);yodlee
4798;Lincoln Goodyear Employees FCU - Credit Cards;yodlee
3687;Capital City Bank(AL,GA,FL)(Treasury Management);yodlee
17022;San Francisco 49ers Credit Card;yodlee
7220;S&T Bank;yodlee
6302;El Paso Employees FCU - Investments;yodlee
3989;UBS Wealth Management;yodlee
14508;Vermont Student Assistance Corp;yodlee
14567;Prudential Bank & Trust;yodlee
10267;Interaudi Bank;yodlee
15584;Bank of Scotland Corporate Banking (UK);yodlee
7179;Broadway Brokerage Services;yodlee
4897;Brady National Bank;yodlee
8241;Cresap;yodlee
7270;CB&T Bank of Middle Georgia;yodlee
4292;Generations CU (ShareBuilder);yodlee
7120;MembersAlliance CU;yodlee
5278;1st University CU - Credit Cards;yodlee
8302;Trubee Collins & Co;yodlee
7462;Wauwatosa CU - Credit Cards;yodlee
13626;Barclays Wealth Americas (Client Access);yodlee
15914;Philadelphia FCU;yodlee
6863;Beyond Bank (Australia);yodlee
8259;American Heritage FCU;yodlee
12442;Bank of Pontiac;yodlee
9013;Test Auto Registration Agent;yodlee
6744;FNB of Florida (FL);yodlee
1455;University of Maryland (Univ. College Visa Card);yodlee
11458;Radnor Trust Company;yodlee
5631;Share Plus FCU - Investments;yodlee
15755;Plastyc Upside Card;yodlee
5105;Bank of Jackson Hole;yodlee
10040;Silicon Valley Power (Residential);yodlee
17059;Morgan Shepherd Platinum Credit Card;yodlee
8516;Cape Cod Bank and Trust;yodlee
12483;Artesia CU;yodlee
7850;Allied Irish Bank (Ireland);yodlee
11831;Sentinel Funds;yodlee
10826;McDonald's Corporation 401(k);yodlee
7880;Investment One (PrimeVest);yodlee
3362;Urban Partnership Bank;yodlee
5565;KUE FCU - Investments;yodlee
13311;Interactive Retirement Systems;yodlee
17703;Private Bank of Buckhead;yodlee
12138;Nissan Motor Acceptance Corporation;yodlee
3371;Consumers Energy;yodlee
7465;Evansville Teachers FCU - Credit Cards;yodlee
8454;First Bank of Oak Park;yodlee
11738;North Island CU;yodlee
7241;East Boston Savings Bank;yodlee
5199;Meriwest CU - Credit Cards;yodlee
11802;Bank of Milton;yodlee
17268;Cowen and Company;yodlee
6945;Bank of the Ozarks;yodlee
11819;ICON Advisers;yodlee
13991;St. Louis Community CU;yodlee
14281;Coordinated Capital Securities, Inc;yodlee
8785;MBNA - CFO Credits;yodlee
11810;Greater Rome Bank;yodlee
11941;GE Money - Loans;yodlee
14317;FNB and Trust Company;yodlee
13527;Utah Central CU;yodlee
13407;Guilford Savings Bank;yodlee
14010;Reliabank Dakota;yodlee
5576;Lansing Postal CU - Investments;yodlee
5774;Vermont State Employees CU - Investments;yodlee
5677;St. Vrain Valley CU - Investments;yodlee
17468;CommSec Adviser Services-Investor (Australia);yodlee
11143;PODS (Moving and Storage);yodlee
14554;Infineon Technologies Savings Plan;yodlee
9986;ISU CU;yodlee
14779;Tamalpais Bank;yodlee
6407;GBBR FCU - Investments;yodlee
1234;Credit Union of New Jersey;yodlee
7225;First National Bank & Trust of Rochelle;yodlee
16971;National Arbor Day Foundation Credit Card;yodlee
11577;Dominick & Dominick - Investments;yodlee
17907;HSBC Mortgage;yodlee
13428;United Catholics FCU;yodlee
6074;SAC FCU - Investments;yodlee
6388;Greylock FCU - Investments;yodlee
11265;Private Bank (MO);yodlee
14678;MGE Energy (Shareholder Services);yodlee
7354;East Cambridge Savings Bank;yodlee
13053;First Robinson Savings Bank;yodlee
6706;F.N.B. Corporation (PA);yodlee
9779;Kotak Mahindra Bank (India);yodlee
